id,ad_groups,asin,date,impressions,clicks,CtR,CpC,spend,ACoS,RoAS,sales,orders,units,conversion_rate
115,100,B001GIOW6S,7/30/19,2,0,0,NULL,0,NULL,NULL,0,0,0,NULL
116,100,B001GIOW6S,8/1/19,5,0,0,NULL,0,NULL,NULL,0,0,0,NULL
117,100,B001GIOW6S,8/2/19,6,0,0,NULL,0,NULL,NULL,0,0,0,NULL
118,100,B001GIOW6S,8/3/19,5,0,0,NULL,0,NULL,NULL,0,0,0,NULL
119,120,B001GIOW7M,8/1/19,2000,9,0.0045,4.17,37.55,0.751601,0.0133,49.96,2,2,0
120,120,B001GIOW7M,8/2/19,3029,6,0.001981,0.96,5.74,NULL,0,0,0,0,0
121,120,B001GIOW7M,8/3/19,2692,5,0.001857,4.19,20.93,0.83787,0.0119,24.98,1,1,0
122,123,B001GIOW7M,8/1/19,64,0,0,NULL,0,NULL,NULL,0,0,0,NULL
123,123,B001GIOW7M,8/2/19,56,0,0,NULL,0,NULL,NULL,0,0,0,NULL
124,123,B001GIOW7M,8/3/19,70,0,0,NULL,0,NULL,NULL,0,0,0,NULL
125,126,B001GIOW7M,8/1/19,214,0,0,NULL,0,NULL,NULL,0,0,0,NULL
126,126,B001GIOW7M,8/2/19,246,2,0.00813,0.93,1.86,NULL,0,0,0,0,0
127,126,B001GIOW7M,8/3/19,161,2,0.012422,1.26,2.52,NULL,0,0,0,0,0
128,129,B001GIOW6I,7/28/19,51,0,0,NULL,0,NULL,NULL,0,0,0,NULL
129,129,B001GIOW6I,7/30/19,15,0,0,NULL,0,NULL,NULL,0,0,0,NULL
130,129,B001GIOW6I,8/1/19,62,1,0.016129,0.5,0.5,NULL,0,0,0,0,0
131,129,B001GIOW6I,8/2/19,85,0,0,NULL,0,NULL,NULL,0,0,0,NULL
132,129,B001GIOW6I,8/3/19,72,0,0,NULL,0,NULL,NULL,0,0,0,NULL
133,129,B001GIOW72,7/28/19,72,1,0.013889,0.5,0.5,0.019912,0.5022,25.11,1,1,1
134,129,B001GIOW72,7/30/19,69,0,0,NULL,0,NULL,NULL,0,0,0,NULL
135,129,B001GIOW72,8/1/19,151,0,0,NULL,0,NULL,NULL,0,0,0,NULL
136,129,B001GIOW72,8/2/19,231,0,0,NULL,0,NULL,NULL,0,0,0,NULL
137,129,B001GIOW72,8/3/19,237,0,0,NULL,0,NULL,NULL,0,0,0,NULL
138,129,B00834N20U,7/28/19,131,0,0,NULL,0,NULL,NULL,0,0,0,NULL
139,129,B00834N20U,7/30/19,27,1,0.037037,0.29,0.29,NULL,0,0,0,0,0
140,129,B00834N20U,7/31/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
141,129,B00834N20U,8/1/19,76,0,0,NULL,0,NULL,NULL,0,0,0,NULL
142,129,B00834N20U,8/2/19,138,0,0,NULL,0,NULL,NULL,0,0,0,NULL
143,129,B00834N20U,8/3/19,190,0,0,NULL,0,NULL,NULL,0,0,0,NULL
144,129,B001GIOW6S,7/28/19,53,0,0,NULL,0,NULL,NULL,0,0,0,NULL
145,129,B001GIOW6S,7/30/19,3,0,0,NULL,0,NULL,NULL,0,0,0,NULL
146,129,B001GIOW6S,8/1/19,35,0,0,NULL,0,NULL,NULL,0,0,0,NULL
147,129,B001GIOW6S,8/2/19,77,0,0,NULL,0,NULL,NULL,0,0,0,NULL
148,129,B001GIOW6S,8/3/19,82,1,0.012195,0.21,0.21,NULL,0,0,0,0,0
149,150,B001GIOW7M,8/1/19,11611,15,0.001292,1.38,20.63,0.825861,0.0121,24.98,1,1,0
150,150,B001GIOW7M,8/2/19,11499,17,0.001478,1.25,21.19,0.919306,0.0109,23.05,1,1,0
151,150,B001GIOW7M,8/3/19,10088,16,0.001586,1.33,21.32,NULL,0,0,0,0,0
152,153,B001GIOW6I,7/28/19,2448,3,0.001225,0.99,2.97,NULL,0,0,0,0,0
153,153,B001GIOW6I,7/30/19,3001,6,0.001999,1.21,7.23,NULL,0,0,0,0,0
154,153,B001GIOW6I,7/31/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
155,153,B001GIOW6I,8/1/19,3425,2,0.000584,1.37,2.74,0.168719,0.0593,16.24,1,1,1
156,153,B001GIOW6I,8/2/19,2617,3,0.001146,1.21,3.62,NULL,0,0,0,0,0
157,153,B001GIOW6I,8/3/19,2268,4,0.001764,1.14,4.56,NULL,0,0,0,0,0
158,153,B001GIOW72,7/28/19,5614,12,0.002138,1.01,12.12,0.414926,0.0241,29.21,2,2,0
159,153,B001GIOW72,7/30/19,6342,9,0.001419,1.37,12.37,NULL,0,0,0,0,0
160,153,B001GIOW72,7/31/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
161,153,B001GIOW72,8/1/19,6387,4,0.000626,1.29,5.16,NULL,0,0,0,0,0
162,153,B001GIOW72,8/2/19,6171,0,0,NULL,0,NULL,NULL,0,0,0,NULL
163,153,B001GIOW72,8/3/19,5684,5,0.00088,1.08,5.41,NULL,0,0,0,0,0
164,153,B00834N20U,7/28/19,565,0,0,NULL,0,NULL,NULL,0,0,0,NULL
165,153,B00834N20U,7/30/19,1040,1,0.000962,1.35,1.35,NULL,0,0,0,0,0
166,153,B00834N20U,8/1/19,536,2,0.003731,0.8,1.6,NULL,0,0,0,0,0
167,153,B00834N20U,8/2/19,580,1,0.001724,1.34,1.34,NULL,0,0,0,0,0
168,153,B00834N20U,8/3/19,535,0,0,NULL,0,NULL,NULL,0,0,0,NULL
169,153,B001GIOW6S,7/28/19,761,0,0,NULL,0,NULL,NULL,0,0,0,NULL
170,153,B001GIOW6S,7/30/19,1286,1,0.000778,0.89,0.89,NULL,0,0,0,0,0
171,153,B001GIOW6S,8/1/19,1610,3,0.001863,0.81,2.44,NULL,0,0,0,0,0
172,153,B001GIOW6S,8/2/19,1380,1,0.000725,0.92,0.92,NULL,0,0,0,0,0
173,153,B001GIOW6S,8/3/19,1206,0,0,NULL,0,NULL,NULL,0,0,0,NULL
174,175,B001GIOW6S,7/28/19,92,0,0,NULL,0,NULL,NULL,0,0,0,NULL
175,175,B001GIOW6S,7/30/19,117,0,0,NULL,0,NULL,NULL,0,0,0,NULL
176,175,B001GIOW6S,8/1/19,224,0,0,NULL,0,NULL,NULL,0,0,0,NULL
177,175,B001GIOW6S,8/2/19,186,0,0,NULL,0,NULL,NULL,0,0,0,NULL
178,175,B001GIOW6S,8/3/19,188,0,0,NULL,0,NULL,NULL,0,0,0,NULL
179,175,B001GIOW6I,7/28/19,114,0,0,NULL,0,NULL,NULL,0,0,0,NULL
180,175,B001GIOW6I,7/30/19,116,0,0,NULL,0,NULL,NULL,0,0,0,NULL
181,175,B001GIOW6I,7/31/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
182,175,B001GIOW6I,8/1/19,182,0,0,NULL,0,NULL,NULL,0,0,0,NULL
183,175,B001GIOW6I,8/2/19,115,0,0,NULL,0,NULL,NULL,0,0,0,NULL
184,175,B001GIOW6I,8/3/19,124,0,0,NULL,0,NULL,NULL,0,0,0,NULL
185,175,B001GIOW72,7/28/19,295,0,0,NULL,0,NULL,NULL,0,0,0,NULL
186,175,B001GIOW72,7/30/19,348,0,0,NULL,0,NULL,NULL,0,0,0,NULL
187,175,B001GIOW72,8/1/19,1069,1,0.000935,1.32,1.32,NULL,0,0,0,0,0
188,175,B001GIOW72,8/2/19,539,0,0,NULL,0,NULL,NULL,0,0,0,NULL
189,175,B001GIOW72,8/3/19,613,0,0,NULL,0,NULL,NULL,0,0,0,NULL
190,175,B00834N20U,7/28/19,72,0,0,NULL,0,NULL,NULL,0,0,0,NULL
191,175,B00834N20U,7/30/19,223,1,0.004484,1.47,1.47,NULL,0,0,0,0,0
192,175,B00834N20U,8/1/19,49,0,0,NULL,0,NULL,NULL,0,0,0,NULL
193,175,B00834N20U,8/2/19,25,0,0,NULL,0,NULL,NULL,0,0,0,NULL
194,175,B00834N20U,8/3/19,45,0,0,NULL,0,NULL,NULL,0,0,0,NULL
195,196,B000TU3EKY,7/28/19,1720,0,0,NULL,0,NULL,NULL,0,0,0,NULL
196,196,B000TU3EKY,7/29/19,2788,4,0.001435,1.02,4.07,NULL,0,0,0,0,0
197,196,B000TU3EKY,7/30/19,2474,3,0.001213,1.08,3.25,0.907821,0.011,3.58,1,1,0
198,196,B000TU3EKY,8/1/19,4634,3,0.000647,1.1,3.31,0.924581,0.0108,3.58,1,1,0
199,196,B000TU3EKY,8/2/19,3309,4,0.001209,1.42,5.66,1.58101,0.0063,3.58,1,1,0
200,196,B000TU3EKY,8/3/19,2270,4,0.001762,1.75,7.01,1.9581,0.0051,3.58,1,1,0
201,196,B004A7JDF2,7/28/19,1365,2,0.001465,0.84,1.67,NULL,0,0,0,0,0
202,196,B004A7JDF2,7/29/19,2371,3,0.001265,1.05,3.15,0.218902,0.0457,14.39,1,1,0
203,196,B004A7JDF2,7/30/19,2320,2,0.000862,1.89,3.77,NULL,0,0,0,0,0
204,196,B004A7JDF2,7/31/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
205,196,B004A7JDF2,8/1/19,1653,1,0.000605,2.61,2.61,NULL,0,0,0,0,0
206,196,B004A7JDF2,8/2/19,1548,4,0.002584,1.46,5.82,NULL,0,0,0,0,0
207,196,B004A7JDF2,8/3/19,1739,3,0.001725,1.49,4.46,NULL,0,0,0,0,0
208,196,B00MH8YUOA,7/28/19,5635,22,0.003904,1.47,32.33,0.095158,0.1051,339.75,7,24,0
209,196,B00MH8YUOA,7/29/19,10771,36,0.003342,1.33,47.9,0.666759,0.015,71.84,12,15,0
210,196,B00MH8YUOA,7/30/19,8308,31,0.003731,1.25,38.87,1.15822,0.0086,33.56,10,12,0
211,196,B00MH8YUOA,7/31/19,1,0,0,NULL,0,NULL,NULL,0,0,0,NULL
212,196,B00MH8YUOA,8/1/19,7012,33,0.004706,1.46,48.19,0.770301,0.013,62.56,8,8,0
213,196,B00MH8YUOA,8/2/19,6968,11,0.001579,1.36,15,1.13636,0.0088,13.2,4,5,0
214,196,B00MH8YUOA,8/3/19,6072,22,0.003623,1.46,32.11,0.666597,0.015,48.17,7,11,0
215,216,B004A7JDF2,7/28/19,109,1,0.009174,1.62,1.62,NULL,0,0,0,0,0
216,216,B004A7JDF2,7/29/19,217,0,0,NULL,0,NULL,NULL,0,0,0,NULL
217,216,B004A7JDF2,7/30/19,82,1,0.012195,0.9,0.9,0.052053,0.1921,17.29,1,1,1
218,216,B004A7JDF2,8/1/19,130,1,0.007692,0.56,0.56,NULL,0,0,0,0,0
219,216,B004A7JDF2,8/2/19,179,0,0,NULL,0,NULL,NULL,0,0,0,NULL
220,216,B004A7JDF2,8/3/19,165,0,0,NULL,0,NULL,NULL,0,0,0,NULL
221,216,B00MH8YUOA,7/28/19,276,7,0.025362,2.67,18.66,0.863889,0.0116,21.6,4,6,1
222,216,B00MH8YUOA,7/29/19,297,6,0.020202,1.12,6.72,0.33718,0.0297,19.93,2,2,0
223,216,B00MH8YUOA,7/30/19,154,2,0.012987,1.03,2.05,0.120376,0.0831,17.03,2,2,1
224,216,B00MH8YUOA,8/1/19,303,4,0.013201,1.29,5.14,NULL,0,0,0,0,0
225,216,B00MH8YUOA,8/2/19,337,10,0.029674,2.14,21.36,0.388646,0.0257,54.96,7,12,1
226,216,B00MH8YUOA,8/3/19,318,2,0.006289,1.8,3.59,1.35985,0.0074,2.64,1,1,1
227,228,B01CJB7FIW,7/28/19,894,3,0.003356,1.4,4.2,NULL,0,0,0,0,0
228,228,B01CJB7FIW,7/29/19,2413,3,0.001243,0.95,2.84,NULL,0,0,0,0,0
229,228,B01CJB7FIW,7/30/19,1594,5,0.003137,1.76,8.81,0.067942,0.1472,129.67,3,7,1
230,228,B01CJB7FIW,7/31/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
231,228,B01CJB7FIW,8/1/19,1666,1,0.0006,1.08,1.08,NULL,0,0,0,0,0
232,228,B01CJB7FIW,8/2/19,1203,1,0.000831,3.97,3.97,NULL,0,0,0,0,0
233,228,B01CJB7FIW,8/3/19,1059,2,0.001889,2.37,4.73,NULL,0,0,0,0,0
234,228,B002UVKMVY,7/28/19,4084,14,0.003428,1.94,27.16,0.324492,0.0308,83.7,4,4,0
235,228,B002UVKMVY,7/29/19,9344,26,0.002783,1.47,38.19,NULL,0,0,0,0,0
236,228,B002UVKMVY,7/30/19,8011,32,0.003995,1.21,38.67,0.325697,0.0307,118.73,6,6,0
237,228,B002UVKMVY,7/31/19,1,0,0,NULL,0,NULL,NULL,0,0,0,NULL
238,228,B002UVKMVY,8/1/19,6710,15,0.002235,1.65,24.72,0.270016,0.037,91.55,5,5,0
239,228,B002UVKMVY,8/2/19,4225,14,0.003314,2.16,30.26,1.06399,0.0094,28.44,2,2,0
240,228,B002UVKMVY,8/3/19,3767,15,0.003982,2.21,33.22,0.340439,0.0294,97.58,5,5,0
241,242,B01CJB7FIW,7/28/19,59,0,0,NULL,0,NULL,NULL,0,0,0,NULL
242,242,B01CJB7FIW,7/29/19,65,0,0,NULL,0,NULL,NULL,0,0,0,NULL
