id,eventdate,clicks,cpc,spend
6077,11/17/19,167,0,199.75
6078,11/18/19,157,0,198.48
6079,11/19/19,156,0,210.2
6080,11/20/19,147,0,174.33
6081,11/21/19,69,0,75.75
6082,11/22/19,67,0,75.97
6083,11/23/19,56,0,58.07
6084,11/24/19,71,0,80.5
6085,11/25/19,93,0,102.5
6086,11/26/19,91,0,83.97
6087,11/27/19,92,0,87.25
6088,11/28/19,207,0,220.23
6089,11/29/19,457,0,561.33
6090,11/30/19,301,0,315.2
6091,11/1/19,130,0,163.64
6092,11/2/19,165,0,204.87
6093,11/3/19,237,0,299.4
6094,11/4/19,112,0,148.22
6095,11/5/19,115,0,161.12
6096,11/6/19,89,0,121.7
6097,11/7/19,116,0,153.77
6098,11/8/19,97,0,119.86
6099,11/9/19,106,0,148.24
6100,11/10/19,119,0,138.66
6101,11/11/19,134,0,154.86
6102,11/12/19,142,0,178.55
6103,11/13/19,132,0,161.66
6104,11/14/19,132,0,166.66
6105,11/15/19,127,0,167.3
6106,11/16/19,132,0,162.17
6107,11/17/19,167,0,199.75
6108,11/18/19,157,0,198.48
6109,11/19/19,156,0,210.2
6110,11/20/19,147,0,174.33
6111,11/21/19,69,0,75.75
6112,11/22/19,67,0,75.97
6113,11/23/19,56,0,58.07
6114,11/24/19,71,0,80.5
6115,11/25/19,93,0,102.5
6116,11/26/19,91,0,83.97
6117,11/27/19,92,0,87.25
6118,11/28/19,207,0,220.23
6119,11/29/19,455,0,560.61
6120,11/30/19,301,0,315.2
6121,12/1/19,301,0,305.17
6122,12/2/19,0,0,0
6123,12/3/19,141,0,171.99
6124,12/4/19,267,0,304.86
6125,12/5/19,246,0,273.91
6126,12/6/19,246,0,282.88
6127,12/7/19,297,0,305.02
6128,12/8/19,328,0,308.38
6129,12/9/19,304,0,294.41
6130,12/10/19,320,0,303.75
6131,12/11/19,423,0,500.31
6132,12/12/19,417,0,505.87
6133,12/13/19,445,0,513.82
6134,12/14/19,490,0,519.03
6135,10/13/19,155,0,242.42
6136,10/14/19,163,0,263.41
6137,10/15/19,114,0,174.83
6138,10/16/19,75,0,85.3
6139,10/17/19,52,0,66.77
6140,10/18/19,6,0,5.05
6141,10/19/19,27,0,29.66
6142,10/20/19,30,0,34.64
6143,10/21/19,34,0,33.7
6144,10/22/19,28,0,34.39
6145,10/23/19,52,0,56.13
6146,10/24/19,23,0,28.76
6147,10/25/19,66,0,71.34
6148,10/26/19,63,0,71.53
6149,10/27/19,86,0,108.42
6150,10/28/19,68,0,81.93
6151,10/29/19,69,0,81
6152,10/30/19,109,0,137.06
6153,10/31/19,84,0,109.3
6154,11/1/19,132,0,164.65
6155,11/2/19,165,0,204.87
6156,11/3/19,237,0,299.4
6157,11/4/19,112,0,148.22
6158,11/5/19,115,0,161.12
6159,11/6/19,89,0,121.7
6160,11/7/19,116,0,153.77
6161,11/8/19,97,0,119.86
6162,11/9/19,106,0,148.24
6163,11/10/19,119,0,138.66
6164,11/11/19,134,0,154.86
6165,11/12/19,142,0,178.55
6166,11/13/19,132,0,161.66
6167,11/14/19,132,0,166.66
6168,11/15/19,127,0,167.3
6169,11/16/19,134,0,163.29
6170,11/17/19,167,0,199.75
6171,11/18/19,157,0,198.48
6172,11/19/19,156,0,210.2
6173,11/20/19,147,0,174.33
6174,11/21/19,69,0,75.75
6175,11/22/19,67,0,75.97
6176,11/23/19,56,0,58.07
6177,11/24/19,71,0,80.5
6178,11/25/19,93,0,102.5
6179,11/26/19,91,0,83.97
6180,11/27/19,92,0,87.25
6181,11/28/19,207,0,220.23
6182,11/29/19,457,0,561.33
6183,11/30/19,301,0,315.2
6184,11/1/19,130,0,163.64
6185,11/2/19,165,0,204.87
6186,11/3/19,237,0,299.4
6187,11/4/19,112,0,148.22
6188,11/5/19,115,0,161.12
6189,11/6/19,89,0,121.7
6190,11/7/19,116,0,153.77
6191,11/8/19,97,0,119.86
6192,11/9/19,106,0,148.24
6193,11/10/19,119,0,138.66
6194,11/11/19,134,0,154.86
6195,11/12/19,142,0,178.55
6196,11/13/19,132,0,161.66
6197,11/14/19,132,0,166.66
6198,11/15/19,127,0,167.3
6199,11/16/19,132,0,162.17
6200,11/17/19,167,0,199.75
6201,11/18/19,157,0,198.48
6202,11/19/19,156,0,210.2
6203,11/20/19,147,0,174.33
6204,11/21/19,69,0,75.75
6205,11/22/19,67,0,75.97
6206,11/23/19,56,0,58.07
6207,11/24/19,71,0,80.5
6208,11/25/19,93,0,102.5
6209,11/26/19,91,0,83.97
6210,11/27/19,92,0,87.25
6211,11/28/19,207,0,220.23
6212,11/29/19,455,0,560.61
6213,11/30/19,301,0,315.2
6214,12/1/19,301,0,305.17
6215,12/2/19,0,0,0
6216,12/3/19,141,0,171.99
6217,12/4/19,267,0,304.86
6218,12/5/19,246,0,273.91
6219,12/6/19,246,0,282.88
6220,12/7/19,297,0,305.02
6221,12/8/19,328,0,308.38
6222,12/9/19,304,0,294.41
6223,12/10/19,320,0,303.75
6224,12/11/19,423,0,500.31
6225,12/12/19,417,0,505.87
6226,12/13/19,445,0,513.82
6227,12/14/19,490,0,519.03
6228,12/15/19,456,0,524.63
6229,12/16/19,470,0,520.97
6230,12/17/19,483,0,570.2
6231,12/18/19,729,0,847.72
6232,12/19/19,961,0,1163.7
6233,12/20/19,957,0,1153.33
6234,12/21/19,824,0,1028.62
6235,10/13/19,155,0,242.42
6236,10/14/19,163,0,263.41
6237,10/15/19,114,0,174.83
6238,10/16/19,75,0,85.3
6239,10/17/19,52,0,66.77
6240,10/18/19,6,0,5.05
6241,10/19/19,27,0,29.66
6242,10/20/19,30,0,34.64
6243,10/21/19,34,0,33.7
6244,10/22/19,28,0,34.39
6245,10/23/19,52,0,56.13
6246,10/24/19,23,0,28.76
6247,10/25/19,66,0,71.34
6248,10/26/19,63,0,71.53
6249,10/27/19,86,0,108.42
6250,10/28/19,68,0,81.93
6251,10/29/19,69,0,81
6252,10/30/19,109,0,137.06
6253,10/31/19,84,0,109.3
6254,11/1/19,132,0,164.65
6255,11/2/19,165,0,204.87
6256,11/3/19,237,0,299.4
6257,11/4/19,112,0,148.22
6258,11/5/19,115,0,161.12
6259,11/6/19,89,0,121.7
6260,11/7/19,116,0,153.77
6261,11/8/19,97,0,119.86
6262,11/9/19,106,0,148.24
6263,11/10/19,119,0,138.66
6264,11/11/19,134,0,154.86
6265,11/12/19,142,0,178.55
6266,11/13/19,132,0,161.66
6267,11/14/19,132,0,166.66
6268,11/15/19,127,0,167.3
6269,11/16/19,134,0,163.29
6270,10/20/19,84,0,44.91
6271,10/21/19,84,0,52.01
6272,10/22/19,78,0,42.31
6273,10/23/19,77,0,52.71
6274,10/24/19,62,0,43.51
6275,10/25/19,52,0,29.73
6276,10/26/19,54,0,30.1
6277,10/13/19,81,0,42.59
6278,10/14/19,80,0,45.83
6279,10/15/19,78,0,56.19
6280,10/16/19,89,0,44.51
6281,10/17/19,84,0,45.31
6282,10/18/19,66,0,46.1
6283,10/19/19,81,0,38.51
6284,11/17/19,167,0,199.75
6285,11/18/19,157,0,198.48
6286,11/19/19,156,0,210.2
6287,11/20/19,147,0,174.33
6288,11/21/19,69,0,75.75
6289,11/22/19,67,0,75.97
6290,11/23/19,56,0,58.07
6291,11/24/19,71,0,80.5
6292,11/25/19,93,0,102.5
6293,11/26/19,91,0,83.97
6294,11/27/19,92,0,87.25
6295,11/28/19,207,0,220.23
6296,11/29/19,457,0,561.33
6297,11/30/19,301,0,315.2
6298,11/1/19,130,0,163.64
6299,11/2/19,165,0,204.87
6300,11/3/19,237,0,299.4
6301,11/4/19,112,0,148.22
6302,11/5/19,115,0,161.12
6303,11/6/19,89,0,121.7
6304,11/7/19,116,0,153.77
6305,11/8/19,97,0,119.86
6306,11/9/19,106,0,148.24
6307,11/10/19,119,0,138.66
6308,11/11/19,134,0,154.86
6309,11/12/19,142,0,178.55
6310,11/13/19,132,0,161.66
6311,11/14/19,132,0,166.66
6312,11/15/19,127,0,167.3
6313,11/16/19,132,0,162.17
6314,11/17/19,167,0,199.75
6315,11/18/19,157,0,198.48
6316,11/19/19,156,0,210.2
6317,11/20/19,147,0,174.33
6318,11/21/19,69,0,75.75
6319,11/22/19,67,0,75.97
6320,11/23/19,56,0,58.07
6321,11/24/19,71,0,80.5
6322,11/25/19,93,0,102.5
6323,11/26/19,91,0,83.97
6324,11/27/19,92,0,87.25
6325,11/28/19,207,0,220.23
6326,11/29/19,455,0,560.61
6327,11/30/19,301,0,315.2
6328,12/1/19,301,0,305.17
6329,12/2/19,0,0,0
6330,12/3/19,141,0,171.99
6331,12/4/19,267,0,304.86
6332,12/5/19,246,0,273.91
6333,12/6/19,246,0,282.88
6334,12/7/19,297,0,305.02
6335,12/8/19,328,0,308.38
6336,12/9/19,304,0,294.41
6337,12/10/19,320,0,303.75
6338,12/11/19,423,0,500.31
6339,12/12/19,417,0,505.87
6340,12/13/19,445,0,513.82
6341,12/14/19,490,0,519.03
6342,10/13/19,155,0,242.42
6343,10/14/19,163,0,263.41
6344,10/15/19,114,0,174.83
6345,10/16/19,75,0,85.3
6346,10/17/19,52,0,66.77
6347,10/18/19,6,0,5.05
6348,10/19/19,27,0,29.66
6349,10/20/19,30,0,34.64
6350,10/21/19,34,0,33.7
6351,10/22/19,28,0,34.39
6352,10/23/19,52,0,56.13
6353,10/24/19,23,0,28.76
6354,10/25/19,66,0,71.34
6355,10/26/19,63,0,71.53
6356,10/27/19,86,0,108.42
6357,10/28/19,68,0,81.93
6358,10/29/19,69,0,81
6359,10/30/19,109,0,137.06
6360,10/31/19,84,0,109.3
6361,11/1/19,132,0,164.65
6362,11/2/19,165,0,204.87
6363,11/3/19,237,0,299.4
6364,11/4/19,112,0,148.22
6365,11/5/19,115,0,161.12
6366,11/6/19,89,0,121.7
6367,11/7/19,116,0,153.77
6368,11/8/19,97,0,119.86
6369,11/9/19,106,0,148.24
6370,11/10/19,119,0,138.66
6371,11/11/19,134,0,154.86
6372,11/12/19,142,0,178.55
6373,11/13/19,132,0,161.66
6374,11/14/19,132,0,166.66
6375,11/15/19,127,0,167.3
6376,11/16/19,134,0,163.29
6377,11/17/19,167,0,199.75
6378,11/18/19,157,0,198.48
6379,11/19/19,156,0,210.2
6380,11/20/19,147,0,174.33
6381,11/21/19,69,0,75.75
6382,11/22/19,67,0,75.97
6383,11/23/19,56,0,58.07
6384,11/24/19,71,0,80.5
6385,11/25/19,93,0,102.5
6386,11/26/19,91,0,83.97
6387,11/27/19,92,0,87.25
6388,11/28/19,207,0,220.23
6389,11/29/19,457,0,561.33
6390,11/30/19,301,0,315.2
6391,11/1/19,130,0,163.64
6392,11/2/19,165,0,204.87
6393,11/3/19,237,0,299.4
6394,11/4/19,112,0,148.22
6395,11/5/19,115,0,161.12
6396,11/6/19,89,0,121.7
6397,11/7/19,116,0,153.77
6398,11/8/19,97,0,119.86
6399,11/9/19,106,0,148.24
6400,11/10/19,119,0,138.66
6401,11/11/19,134,0,154.86
6402,11/12/19,142,0,178.55
6403,11/13/19,132,0,161.66
6404,11/14/19,132,0,166.66
6405,11/15/19,127,0,167.3
6406,11/16/19,132,0,162.17
6407,11/17/19,167,0,199.75
6408,11/18/19,157,0,198.48
6409,11/19/19,156,0,210.2
6410,11/20/19,147,0,174.33
6411,11/21/19,69,0,75.75
6412,11/22/19,67,0,75.97
6413,11/23/19,56,0,58.07
6414,11/24/19,71,0,80.5
6415,11/25/19,93,0,102.5
6416,11/26/19,91,0,83.97
6417,11/27/19,92,0,87.25
6418,11/28/19,207,0,220.23
6419,11/29/19,455,0,560.61
6420,11/30/19,301,0,315.2
6421,12/1/19,301,0,305.17
6422,12/2/19,0,0,0
6423,12/3/19,141,0,171.99
6424,12/4/19,267,0,304.86
6425,12/5/19,246,0,273.91
6426,12/6/19,246,0,282.88
6427,12/7/19,297,0,305.02
6428,12/8/19,328,0,308.38
6429,12/9/19,304,0,294.41
6430,12/10/19,320,0,303.75
6431,12/11/19,423,0,500.31
6432,12/12/19,417,0,505.87
6433,12/13/19,445,0,513.82
6434,12/14/19,490,0,519.03
6435,12/15/19,456,0,524.63
6436,12/16/19,470,0,520.97
6437,12/17/19,483,0,570.2
6438,12/18/19,729,0,847.72
6439,12/19/19,961,0,1163.7
6440,12/20/19,957,0,1153.33
6441,12/21/19,824,0,1028.62
6442,12/22/19,577,0,747.14
6443,12/23/19,344,0,420.77
6444,12/24/19,181,0,211.36
6445,12/25/19,226,0,292.47
6446,12/26/19,294,0,392.03
6447,12/27/19,215,0,273.35
6448,12/28/19,234,0,296.49
6449,10/13/19,155,0,242.42
6450,10/14/19,163,0,263.41
6451,10/15/19,114,0,174.83
6452,10/16/19,75,0,85.3
6453,10/17/19,52,0,66.77
6454,10/18/19,6,0,5.05
6455,10/19/19,27,0,29.66
6456,10/20/19,30,0,34.64
6457,10/21/19,34,0,33.7
6458,10/22/19,28,0,34.39
6459,10/23/19,52,0,56.13
6460,10/24/19,23,0,28.76
6461,10/25/19,66,0,71.34
6462,10/26/19,63,0,71.53
6463,10/27/19,86,0,108.42
6464,10/28/19,68,0,81.93
6465,10/29/19,69,0,81
6466,10/30/19,109,0,137.06
6467,10/31/19,84,0,109.3
6468,11/1/19,132,0,164.65
6469,11/2/19,165,0,204.87
6470,11/3/19,237,0,299.4
6471,11/4/19,112,0,148.22
6472,11/5/19,115,0,161.12
6473,11/6/19,89,0,121.7
6474,11/7/19,116,0,153.77
6475,11/8/19,97,0,119.86
6476,11/9/19,106,0,148.24
6477,11/10/19,119,0,138.66
6478,11/11/19,134,0,154.86
6479,11/12/19,142,0,178.55
6480,11/13/19,132,0,161.66
6481,11/14/19,132,0,166.66
6482,11/15/19,127,0,167.3
6483,11/16/19,134,0,163.29
6484,10/20/19,84,0,44.91
6485,10/21/19,84,0,52.01
6486,10/22/19,78,0,42.31
6487,10/23/19,77,0,52.71
6488,10/24/19,62,0,43.51
6489,10/25/19,52,0,29.73
6490,10/26/19,54,0,30.1
6491,10/13/19,81,0,42.59
6492,10/14/19,80,0,45.83
6493,10/15/19,78,0,56.19
6494,10/16/19,89,0,44.51
6495,10/17/19,84,0,45.31
6496,10/18/19,66,0,46.1
6497,10/19/19,81,0,38.51
6498,11/17/19,167,0,199.75
6499,11/18/19,157,0,198.48
6500,11/19/19,156,0,210.2
6501,11/20/19,147,0,174.33
6502,11/21/19,69,0,75.75
6503,11/22/19,67,0,75.97
6504,11/23/19,56,0,58.07
6505,11/24/19,71,0,80.5
6506,11/25/19,93,0,102.5
6507,11/26/19,91,0,83.97
6508,11/27/19,92,0,87.25
6509,11/28/19,207,0,220.23
6510,11/29/19,457,0,561.33
6511,11/30/19,301,0,315.2
6512,11/1/19,130,0,163.64
6513,11/2/19,165,0,204.87
6514,11/3/19,237,0,299.4
6515,11/4/19,112,0,148.22
6516,11/5/19,115,0,161.12
6517,11/6/19,89,0,121.7
6518,11/7/19,116,0,153.77
6519,11/8/19,97,0,119.86
6520,11/9/19,106,0,148.24
6521,11/10/19,119,0,138.66
6522,11/11/19,134,0,154.86
6523,11/12/19,142,0,178.55
6524,11/13/19,132,0,161.66
6525,11/14/19,132,0,166.66
6526,11/15/19,127,0,167.3
6527,11/16/19,132,0,162.17
6528,11/17/19,167,0,199.75
6529,11/18/19,157,0,198.48
6530,11/19/19,156,0,210.2
6531,11/20/19,147,0,174.33
6532,11/21/19,69,0,75.75
6533,11/22/19,67,0,75.97
6534,11/23/19,56,0,58.07
6535,11/24/19,71,0,80.5
6536,11/25/19,93,0,102.5
6537,11/26/19,91,0,83.97
6538,11/27/19,92,0,87.25
6539,11/28/19,207,0,220.23
6540,11/29/19,455,0,560.61
6541,11/30/19,301,0,315.2
6542,12/1/19,301,0,305.17
6543,12/2/19,0,0,0
6544,12/3/19,141,0,171.99
6545,12/4/19,267,0,304.86
6546,12/5/19,246,0,273.91
6547,12/6/19,246,0,282.88
6548,12/7/19,297,0,305.02
6549,12/8/19,328,0,308.38
6550,12/9/19,304,0,294.41
6551,12/10/19,320,0,303.75
6552,12/11/19,423,0,500.31
6553,12/12/19,417,0,505.87
6554,12/13/19,445,0,513.82
6555,12/14/19,490,0,519.03
6556,10/13/19,155,0,242.42
6557,10/14/19,163,0,263.41
6558,10/15/19,114,0,174.83
6559,10/16/19,75,0,85.3
6560,10/17/19,52,0,66.77
6561,10/18/19,6,0,5.05
6562,10/19/19,27,0,29.66
6563,10/20/19,30,0,34.64
6564,10/21/19,34,0,33.7
6565,10/22/19,28,0,34.39
6566,10/23/19,52,0,56.13
6567,10/24/19,23,0,28.76
6568,10/25/19,66,0,71.34
6569,10/26/19,63,0,71.53
6570,10/27/19,86,0,108.42
6571,10/28/19,68,0,81.93
6572,10/29/19,69,0,81
6573,10/30/19,109,0,137.06
6574,10/31/19,84,0,109.3
6575,11/1/19,132,0,164.65
6576,11/2/19,165,0,204.87
6577,11/3/19,237,0,299.4
6578,11/4/19,112,0,148.22
6579,11/5/19,115,0,161.12
6580,11/6/19,89,0,121.7
6581,11/7/19,116,0,153.77
6582,11/8/19,97,0,119.86
6583,11/9/19,106,0,148.24
6584,11/10/19,119,0,138.66
6585,11/11/19,134,0,154.86
6586,11/12/19,142,0,178.55
6587,11/13/19,132,0,161.66
6588,11/14/19,132,0,166.66
6589,11/15/19,127,0,167.3
6590,11/16/19,134,0,163.29
6591,11/17/19,167,0,199.75
6592,11/18/19,157,0,198.48
6593,11/19/19,156,0,210.2
6594,11/20/19,147,0,174.33
6595,11/21/19,69,0,75.75
6596,11/22/19,67,0,75.97
6597,11/23/19,56,0,58.07
6598,11/24/19,71,0,80.5
6599,11/25/19,93,0,102.5
6600,11/26/19,91,0,83.97
6601,11/27/19,92,0,87.25
6602,11/28/19,207,0,220.23
6603,11/29/19,457,0,561.33
6604,11/30/19,301,0,315.2
6605,11/1/19,130,0,163.64
6606,11/2/19,165,0,204.87
6607,11/3/19,237,0,299.4
6608,11/4/19,112,0,148.22
6609,11/5/19,115,0,161.12
6610,11/6/19,89,0,121.7
6611,11/7/19,116,0,153.77
6612,11/8/19,97,0,119.86
6613,11/9/19,106,0,148.24
6614,11/10/19,119,0,138.66
6615,11/11/19,134,0,154.86
6616,11/12/19,142,0,178.55
6617,11/13/19,132,0,161.66
6618,11/14/19,132,0,166.66
6619,11/15/19,127,0,167.3
6620,11/16/19,132,0,162.17
6621,11/17/19,167,0,199.75
6622,11/18/19,157,0,198.48
6623,11/19/19,156,0,210.2
6624,11/20/19,147,0,174.33
6625,11/21/19,69,0,75.75
6626,11/22/19,67,0,75.97
6627,11/23/19,56,0,58.07
6628,11/24/19,71,0,80.5
6629,11/25/19,93,0,102.5
6630,11/26/19,91,0,83.97
6631,11/27/19,92,0,87.25
6632,11/28/19,207,0,220.23
6633,11/29/19,455,0,560.61
6634,11/30/19,301,0,315.2
6635,12/1/19,301,0,305.17
6636,12/2/19,0,0,0
6637,12/3/19,141,0,171.99
6638,12/4/19,267,0,304.86
6639,12/5/19,246,0,273.91
6640,12/6/19,246,0,282.88
6641,12/7/19,297,0,305.02
6642,12/8/19,328,0,308.38
6643,12/9/19,304,0,294.41
6644,12/10/19,320,0,303.75
6645,12/11/19,423,0,500.31
6646,12/12/19,417,0,505.87
6647,12/13/19,445,0,513.82
6648,12/14/19,490,0,519.03
6649,12/15/19,456,0,524.63
6650,12/16/19,470,0,520.97
6651,12/17/19,483,0,570.2
6652,12/18/19,729,0,847.72
6653,12/19/19,961,0,1163.7
6654,12/20/19,957,0,1153.33
6655,12/21/19,824,0,1028.62
6656,12/22/19,577,0,747.14
6657,12/23/19,344,0,420.77
6658,12/24/19,181,0,211.36
6659,12/25/19,226,0,292.47
6660,12/26/19,294,0,392.03
6661,12/27/19,215,0,273.35
6662,12/28/19,234,0,296.49
6663,12/29/19,54,0,68.15
6664,12/30/19,150,0,206.06
6665,12/31/19,119,0,163.24
6666,1/1/20,177,0,235.07
6667,1/2/20,157,0,183.26
6668,1/3/20,141,0,147.24
6669,1/4/20,95,0,109.91
6670,10/13/19,155,0,242.42
6671,10/14/19,163,0,263.41
6672,10/15/19,114,0,174.83
6673,10/16/19,75,0,85.3
6674,10/17/19,52,0,66.77
6675,10/18/19,6,0,5.05
6676,10/19/19,27,0,29.66
6677,10/20/19,30,0,34.64
6678,10/21/19,34,0,33.7
6679,10/22/19,28,0,34.39
6680,10/23/19,52,0,56.13
6681,10/24/19,23,0,28.76
6682,10/25/19,66,0,71.34
6683,10/26/19,63,0,71.53
6684,10/27/19,86,0,108.42
6685,10/28/19,68,0,81.93
6686,10/29/19,69,0,81
6687,10/30/19,109,0,137.06
6688,10/31/19,84,0,109.3
6689,11/1/19,132,0,164.65
6690,11/2/19,165,0,204.87
6691,11/3/19,237,0,299.4
6692,11/4/19,112,0,148.22
6693,11/5/19,115,0,161.12
6694,11/6/19,89,0,121.7
6695,11/7/19,116,0,153.77
6696,11/8/19,97,0,119.86
6697,11/9/19,106,0,148.24
6698,11/10/19,119,0,138.66
6699,11/11/19,134,0,154.86
6700,11/12/19,142,0,178.55
6701,11/13/19,132,0,161.66
6702,11/14/19,132,0,166.66
6703,11/15/19,127,0,167.3
6704,11/16/19,134,0,163.29
6705,10/20/19,84,0,44.91
6706,10/21/19,84,0,52.01
6707,10/22/19,78,0,42.31
6708,10/23/19,77,0,52.71
6709,10/24/19,62,0,43.51
6710,10/25/19,52,0,29.73
6711,10/26/19,54,0,30.1
6712,10/13/19,81,0,42.59
6713,10/14/19,80,0,45.83
6714,10/15/19,78,0,56.19
6715,10/16/19,89,0,44.51
6716,10/17/19,84,0,45.31
6717,10/18/19,66,0,46.1
6718,10/19/19,81,0,38.51
6719,11/17/19,167,0,199.75
6720,11/18/19,157,0,198.48
6721,11/19/19,156,0,210.2
6722,11/20/19,147,0,174.33
6723,11/21/19,69,0,75.75
6724,11/22/19,67,0,75.97
6725,11/23/19,56,0,58.07
6726,11/24/19,71,0,80.5
6727,11/25/19,93,0,102.5
6728,11/26/19,91,0,83.97
6729,11/27/19,92,0,87.25
6730,11/28/19,207,0,220.23
6731,11/29/19,457,0,561.33
6732,11/30/19,301,0,315.2
6733,11/1/19,130,0,163.64
6734,11/2/19,165,0,204.87
6735,11/3/19,237,0,299.4
6736,11/4/19,112,0,148.22
6737,11/5/19,115,0,161.12
6738,11/6/19,89,0,121.7
6739,11/7/19,116,0,153.77
6740,11/8/19,97,0,119.86
6741,11/9/19,106,0,148.24
6742,11/10/19,119,0,138.66
6743,11/11/19,134,0,154.86
6744,11/12/19,142,0,178.55
6745,11/13/19,132,0,161.66
6746,11/14/19,132,0,166.66
6747,11/15/19,127,0,167.3
6748,11/16/19,132,0,162.17
6749,11/17/19,167,0,199.75
6750,11/18/19,157,0,198.48
6751,11/19/19,156,0,210.2
6752,11/20/19,147,0,174.33
6753,11/21/19,69,0,75.75
6754,11/22/19,67,0,75.97
6755,11/23/19,56,0,58.07
6756,11/24/19,71,0,80.5
6757,11/25/19,93,0,102.5
6758,11/26/19,91,0,83.97
6759,11/27/19,92,0,87.25
6760,11/28/19,207,0,220.23
6761,11/29/19,455,0,560.61
6762,11/30/19,301,0,315.2
6763,12/1/19,301,0,305.17
6764,12/2/19,0,0,0
6765,12/3/19,141,0,171.99
6766,12/4/19,267,0,304.86
6767,12/5/19,246,0,273.91
6768,12/6/19,246,0,282.88
6769,12/7/19,297,0,305.02
6770,12/8/19,328,0,308.38
6771,12/9/19,304,0,294.41
6772,12/10/19,320,0,303.75
6773,12/11/19,423,0,500.31
6774,12/12/19,417,0,505.87
6775,12/13/19,445,0,513.82
6776,12/14/19,490,0,519.03
6777,10/13/19,155,0,242.42
6778,10/14/19,163,0,263.41
6779,10/15/19,114,0,174.83
6780,10/16/19,75,0,85.3
6781,10/17/19,52,0,66.77
6782,10/18/19,6,0,5.05
6783,10/19/19,27,0,29.66
6784,10/20/19,30,0,34.64
6785,10/21/19,34,0,33.7
6786,10/22/19,28,0,34.39
6787,10/23/19,52,0,56.13
6788,10/24/19,23,0,28.76
6789,10/25/19,66,0,71.34
6790,10/26/19,63,0,71.53
6791,10/27/19,86,0,108.42
6792,10/28/19,68,0,81.93
6793,10/29/19,69,0,81
6794,10/30/19,109,0,137.06
6795,10/31/19,84,0,109.3
6796,11/1/19,132,0,164.65
6797,11/2/19,165,0,204.87
6798,11/3/19,237,0,299.4
6799,11/4/19,112,0,148.22
6800,11/5/19,115,0,161.12
6801,11/6/19,89,0,121.7
6802,11/7/19,116,0,153.77
6803,11/8/19,97,0,119.86
6804,11/9/19,106,0,148.24
6805,11/10/19,119,0,138.66
6806,11/11/19,134,0,154.86
6807,11/12/19,142,0,178.55
6808,11/13/19,132,0,161.66
6809,11/14/19,132,0,166.66
6810,11/15/19,127,0,167.3
6811,11/16/19,134,0,163.29
6812,11/17/19,167,0,199.75
6813,11/18/19,157,0,198.48
6814,11/19/19,156,0,210.2
6815,11/20/19,147,0,174.33
6816,11/21/19,69,0,75.75
6817,11/22/19,67,0,75.97
6818,11/23/19,56,0,58.07
6819,11/24/19,71,0,80.5
6820,11/25/19,93,0,102.5
6821,11/26/19,91,0,83.97
6822,11/27/19,92,0,87.25
6823,11/28/19,207,0,220.23
6824,11/29/19,457,0,561.33
6825,11/30/19,301,0,315.2
6826,11/1/19,130,0,163.64
6827,11/2/19,165,0,204.87
6828,11/3/19,237,0,299.4
6829,11/4/19,112,0,148.22
6830,11/5/19,115,0,161.12
6831,11/6/19,89,0,121.7
6832,11/7/19,116,0,153.77
6833,11/8/19,97,0,119.86
6834,11/9/19,106,0,148.24
6835,11/10/19,119,0,138.66
6836,11/11/19,134,0,154.86
6837,11/12/19,142,0,178.55
6838,11/13/19,132,0,161.66
6839,11/14/19,132,0,166.66
6840,11/15/19,127,0,167.3
6841,11/16/19,132,0,162.17
6842,11/17/19,167,0,199.75
6843,11/18/19,157,0,198.48
6844,11/19/19,156,0,210.2
6845,11/20/19,147,0,174.33
6846,11/21/19,69,0,75.75
6847,11/22/19,67,0,75.97
6848,11/23/19,56,0,58.07
6849,11/24/19,71,0,80.5
6850,11/25/19,93,0,102.5
6851,11/26/19,91,0,83.97
6852,11/27/19,92,0,87.25
6853,11/28/19,207,0,220.23
6854,11/29/19,455,0,560.61
6855,11/30/19,301,0,315.2
6856,12/1/19,301,0,305.17
6857,12/2/19,0,0,0
6858,12/3/19,141,0,171.99
6859,12/4/19,267,0,304.86
6860,12/5/19,246,0,273.91
6861,12/6/19,246,0,282.88
6862,12/7/19,297,0,305.02
6863,12/8/19,328,0,308.38
6864,12/9/19,304,0,294.41
6865,12/10/19,320,0,303.75
6866,12/11/19,423,0,500.31
6867,12/12/19,417,0,505.87
6868,12/13/19,445,0,513.82
6869,12/14/19,490,0,519.03
6870,12/15/19,456,0,524.63
6871,12/16/19,470,0,520.97
6872,12/17/19,483,0,570.2
6873,12/18/19,729,0,847.72
6874,12/19/19,961,0,1163.7
6875,12/20/19,957,0,1153.33
6876,12/21/19,824,0,1028.62
6877,12/22/19,577,0,747.14
6878,12/23/19,344,0,420.77
6879,12/24/19,181,0,211.36
6880,12/25/19,226,0,292.47
6881,12/26/19,294,0,392.03
6882,12/27/19,215,0,273.35
6883,12/28/19,234,0,296.49
6884,12/29/19,54,0,68.15
6885,12/30/19,150,0,206.06
6886,12/31/19,119,0,163.24
6887,1/1/20,177,0,235.07
6888,1/2/20,157,0,183.26
6889,1/3/20,141,0,147.24
6890,1/4/20,95,0,109.91
6891,12/1/19,301,0,305.17
6892,12/2/19,0,0,0
6893,12/3/19,141,0,171.99
6894,12/4/19,267,0,304.86
6895,12/5/19,245,0,272.78
6896,12/6/19,246,0,282.88
6897,12/7/19,297,0,305.02
6898,12/8/19,328,0,308.38
6899,12/9/19,304,0,294.41
